Pos	P(stop)	P(match)	P(mismatch)	P(ins)]	P(del)
515	0.005081	0.970630	0.014650	0.007197	0.007523
516	0.005081	0.972180	0.013442	0.007097	0.007281
517	0.005081	0.972882	0.012854	0.007083	0.007181
518	0.005084	0.971597	0.014059	0.007211	0.007134
519	0.005088	0.971664	0.013412	0.007446	0.007479
520	0.005088	0.970422	0.014824	0.007422	0.007332
521	0.005088	0.971496	0.013868	0.007261	0.007375
522	0.005091	0.971982	0.013489	0.007318	0.007211
523	0.005091	0.970445	0.014915	0.007305	0.007335
524	0.005091	0.972244	0.012888	0.007530	0.007338
525	0.005098	0.971596	0.013197	0.007808	0.007399
526	0.005098	0.971412	0.013439	0.007597	0.007553
527	0.005101	0.970814	0.013660	0.007929	0.007597
528	0.005101	0.970948	0.013851	0.007771	0.007429
529	0.005108	0.971670	0.013362	0.007463	0.007506
530	0.005108	0.971606	0.013392	0.007429	0.007573
531	0.005108	0.972411	0.012590	0.007395	0.007604
532	0.005108	0.971301	0.013570	0.007624	0.007506
533	0.005114	0.971925	0.013174	0.007469	0.007432
534	0.005121	0.970146	0.014912	0.007577	0.007365
535	0.005131	0.971756	0.013379	0.007600	0.007265
536	0.005134	0.971743	0.013211	0.007641	0.007406
537	0.005134	0.971592	0.013332	0.007647	0.007429
538	0.005134	0.971166	0.013718	0.007523	0.007594
539	0.005138	0.971749	0.013342	0.007419	0.007490
540	0.005138	0.971739	0.013530	0.007268	0.007463
541	0.005141	0.971984	0.013060	0.007251	0.007704
542	0.005141	0.971833	0.013402	0.007339	0.007426
543	0.005148	0.972088	0.013248	0.007245	0.007419
544	0.005148	0.971776	0.013396	0.007359	0.007470
545	0.005154	0.970360	0.014761	0.007403	0.007476
546	0.005154	0.972172	0.013033	0.007392	0.007403
547	0.005154	0.971571	0.013590	0.007312	0.007527
548	0.005154	0.971635	0.013527	0.007302	0.007537
549	0.005158	0.971111	0.013644	0.007658	0.007587
550	0.005158	0.971893	0.013064	0.007510	0.007533
551	0.005161	0.971641	0.013275	0.007591	0.007493
552	0.005164	0.970108	0.014778	0.007634	0.007480
553	0.005168	0.970947	0.013742	0.007795	0.007517
554	0.005168	0.971500	0.012953	0.007943	0.007604
555	0.005168	0.971561	0.013252	0.007648	0.007540
556	0.005168	0.971799	0.012933	0.007695	0.007574
557	0.005171	0.971611	0.013141	0.007701	0.007547
558	0.005171	0.971383	0.013242	0.007876	0.007500
559	0.005171	0.970909	0.013426	0.008010	0.007654
560	0.005174	0.970960	0.013587	0.007960	0.007493
561	0.005178	0.970450	0.014175	0.007685	0.007691
562	0.005178	0.970913	0.013433	0.007936	0.007718
563	0.005178	0.970698	0.014117	0.007691	0.007493
564	0.005181	0.971443	0.013352	0.007869	0.007336
565	0.005188	0.971255	0.013698	0.007527	0.007520
566	0.005188	0.970832	0.013594	0.007923	0.007651
567	0.005191	0.971187	0.013366	0.007678	0.007769
568	0.005191	0.971597	0.013326	0.007497	0.007581
569	0.005194	0.970788	0.014010	0.007715	0.007487
570	0.005201	0.971519	0.013433	0.007473	0.007574
571	0.005201	0.971328	0.013356	0.007728	0.007587
572	0.005201	0.970482	0.014024	0.007839	0.007655
573	0.005204	0.971355	0.013279	0.008051	0.007316
574	0.005214	0.970643	0.014037	0.007749	0.007571
575	0.005214	0.971190	0.013346	0.007856	0.007608
576	0.005214	0.971344	0.013769	0.007504	0.007383
577	0.005218	0.971606	0.013383	0.007346	0.007665
578	0.005221	0.971106	0.013816	0.007433	0.007645
579	0.005221	0.971458	0.013434	0.007309	0.007799
580	0.005221	0.971680	0.013195	0.007390	0.007735
581	0.005225	0.971690	0.013316	0.007460	0.007534
582	0.005228	0.971941	0.013246	0.007383	0.007430
583	0.005228	0.971327	0.013682	0.007561	0.007430
584	0.005231	0.972035	0.012997	0.007480	0.007487
585	0.005231	0.971827	0.013135	0.007591	0.007447
586	0.005231	0.970609	0.014246	0.007574	0.007571
587	0.005238	0.971072	0.013850	0.007360	0.007719
588	0.005238	0.969787	0.015081	0.007245	0.007886
589	0.005238	0.971921	0.013209	0.007145	0.007725
590	0.005238	0.971122	0.013820	0.007504	0.007554
591	0.005241	0.971616	0.013491	0.007353	0.007541
592	0.005241	0.971441	0.013585	0.007474	0.007501
593	0.005241	0.971542	0.013518	0.007386	0.007554
594	0.005241	0.971501	0.013353	0.007588	0.007558
595	0.005241	0.971931	0.013004	0.007417	0.007648
596	0.005241	0.971928	0.013085	0.007578	0.007410
597	0.005245	0.971642	0.013538	0.007360	0.007460
598	0.005251	0.971421	0.013595	0.007611	0.007373
599	0.005255	0.971229	0.013813	0.007527	0.007430
600	0.005255	0.970649	0.014340	0.007642	0.007370
601	0.005255	0.971357	0.013484	0.007715	0.007444
602	0.005255	0.971803	0.013172	0.007631	0.007393
603	0.005261	0.970202	0.014803	0.007682	0.007313
604	0.005261	0.971632	0.013515	0.007601	0.007252
605	0.005261	0.971175	0.014072	0.007400	0.007353
606	0.005261	0.971021	0.013897	0.007682	0.007400
607	0.005261	0.969705	0.015236	0.007679	0.007380
608	0.005265	0.969534	0.015434	0.007601	0.007430
609	0.005265	0.971461	0.013370	0.007890	0.007279
610	0.005268	0.971387	0.013595	0.007937	0.007081
611	0.005268	0.971081	0.013870	0.007823	0.007226
612	0.005278	0.971453	0.013629	0.007655	0.007263
613	0.005281	0.970467	0.014582	0.007471	0.007481
614	0.005281	0.971111	0.013605	0.007706	0.007578
615	0.005281	0.970906	0.014059	0.007746	0.007289
616	0.005281	0.970990	0.013753	0.007793	0.007464
617	0.005281	0.972450	0.012582	0.007588	0.007380
618	0.005281	0.971943	0.013042	0.007712	0.007303
619	0.005281	0.971111	0.013968	0.007632	0.007289
620	0.005281	0.971856	0.013102	0.007732	0.007310
621	0.005281	0.971453	0.013434	0.007860	0.007252
622	0.005281	0.971165	0.013965	0.007591	0.007279
623	0.005281	0.971004	0.014146	0.007722	0.007128
624	0.005281	0.971044	0.014025	0.007843	0.007088
625	0.005285	0.972225	0.012824	0.007766	0.007185
626	0.005285	0.971410	0.013246	0.008253	0.007091
627	0.005288	0.970836	0.013955	0.008145	0.007065
628	0.005291	0.971527	0.013119	0.008075	0.007279
629	0.005291	0.971456	0.013005	0.008135	0.007404
630	0.005291	0.970721	0.013602	0.007944	0.007732
631	0.005291	0.971621	0.013129	0.007709	0.007541
632	0.005295	0.971184	0.013220	0.008018	0.007578
633	0.005295	0.971295	0.013173	0.007907	0.007625
634	0.005295	0.970735	0.013958	0.007692	0.007615
635	0.005295	0.971537	0.013280	0.007655	0.007528
636	0.005298	0.971550	0.013287	0.007491	0.007672
637	0.005298	0.970241	0.014606	0.007528	0.007625
638	0.005301	0.970980	0.013586	0.007733	0.007702
639	0.005301	0.971110	0.013388	0.007605	0.007897
640	0.005305	0.972292	0.012273	0.007635	0.007800
641	0.005305	0.971912	0.012663	0.007632	0.007793
642	0.005308	0.971302	0.013485	0.007645	0.007568
643	0.005311	0.970593	0.014153	0.007655	0.007598
644	0.005311	0.972020	0.013076	0.007296	0.007608
645	0.005311	0.971946	0.013029	0.007471	0.007555
646	0.005315	0.971832	0.012972	0.007716	0.007481
647	0.005318	0.971785	0.013062	0.007622	0.007531
648	0.005325	0.971274	0.013361	0.007941	0.007424
649	0.005328	0.971331	0.013240	0.007783	0.007645
650	0.005328	0.971355	0.013767	0.007468	0.007411
651	0.005331	0.970579	0.014207	0.007421	0.007793
652	0.005335	0.971985	0.013291	0.007364	0.007360
653	0.005335	0.970700	0.014016	0.007662	0.007622
654	0.005335	0.972277	0.013073	0.007461	0.007189
655	0.005335	0.972499	0.012586	0.007679	0.007236
656	0.005338	0.969794	0.015080	0.007948	0.007179
657	0.005341	0.971368	0.013361	0.007860	0.007411
658	0.005348	0.970783	0.013962	0.007773	0.007481
659	0.005348	0.971441	0.013368	0.007602	0.007589
660	0.005355	0.971126	0.013640	0.007545	0.007689
661	0.005358	0.969763	0.015077	0.007491	0.007669
662	0.005361	0.971709	0.013207	0.007515	0.007569
663	0.005361	0.971686	0.013063	0.007616	0.007636
664	0.005361	0.971495	0.013153	0.007814	0.007538
665	0.005361	0.970736	0.014053	0.007666	0.007545
666	0.005361	0.970941	0.013902	0.007632	0.007525
667	0.005365	0.971612	0.013261	0.007501	0.007626
668	0.005371	0.971353	0.013298	0.007582	0.007767
669	0.005375	0.970209	0.013278	0.007434	0.009079
670	0.005375	0.969813	0.013731	0.007364	0.009092
671	0.005375	0.970645	0.014013	0.007428	0.007914
672	0.005388	0.970729	0.013728	0.007515	0.008029
673	0.005391	0.971390	0.013453	0.007297	0.007861
674	0.005398	0.970654	0.014077	0.007515	0.007753
675	0.005398	0.970701	0.014466	0.007471	0.007361
676	0.005398	0.971004	0.014020	0.007468	0.007508
677	0.005405	0.971188	0.013553	0.007720	0.007539
678	0.005405	0.971057	0.013631	0.007666	0.007646
679	0.005405	0.971107	0.013976	0.007418	0.007498
680	0.005405	0.972655	0.012137	0.007683	0.007525
681	0.005408	0.972470	0.012677	0.007371	0.007482
682	0.005408	0.972158	0.012849	0.007304	0.007690
683	0.005408	0.972188	0.012771	0.007408	0.007633
684	0.005408	0.972866	0.012503	0.007334	0.007297
685	0.005415	0.971547	0.013718	0.007374	0.007361
686	0.005415	0.972101	0.013174	0.007552	0.007173
687	0.005415	0.971208	0.013644	0.007592	0.007556
688	0.005418	0.971191	0.013221	0.007596	0.007992
689	0.005421	0.971245	0.013208	0.007535	0.008012
690	0.005421	0.971140	0.013054	0.007603	0.008203
691	0.005425	0.971469	0.012523	0.007844	0.008163
692	0.005428	0.970972	0.013352	0.007566	0.008109
693	0.005435	0.971667	0.013118	0.007478	0.007737
694	0.005435	0.971110	0.013634	0.007562	0.007693
695	0.005435	0.971392	0.013312	0.007583	0.007713
696	0.005441	0.970452	0.013722	0.007834	0.007992
697	0.005441	0.970965	0.013557	0.007794	0.007683
698	0.005458	0.969703	0.014518	0.007771	0.008009
699	0.005458	0.971294	0.013266	0.007761	0.007680
700	0.005462	0.970750	0.013521	0.007824	0.007905
701	0.005465	0.970277	0.014101	0.007573	0.008049
702	0.005478	0.970427	0.013850	0.007714	0.008009
703	0.005482	0.971317	0.013363	0.007469	0.007851
704	0.005485	0.971488	0.012903	0.007697	0.007912
705	0.005485	0.971464	0.013199	0.007459	0.007878
706	0.005485	0.971588	0.013182	0.007459	0.007771
707	0.005488	0.971222	0.013142	0.007721	0.007915
708	0.005488	0.971662	0.013041	0.007459	0.007838
709	0.005488	0.971320	0.013293	0.007576	0.007811
710	0.005488	0.970108	0.014243	0.007811	0.007838
711	0.005488	0.970662	0.013951	0.007570	0.007818
712	0.005492	0.971276	0.013313	0.007489	0.007922
713	0.005498	0.971330	0.013014	0.007674	0.007982
714	0.005498	0.970652	0.014048	0.007452	0.007848
715	0.005498	0.970420	0.014072	0.007640	0.007868
716	0.005502	0.971578	0.012981	0.007566	0.007875
717	0.005502	0.971131	0.013347	0.007811	0.007711
718	0.005502	0.971373	0.013102	0.007791	0.007734
719	0.005502	0.970950	0.013384	0.007865	0.007801
720	0.005505	0.971638	0.012860	0.007697	0.007805
721	0.005505	0.971336	0.013226	0.007479	0.007959
722	0.005505	0.970215	0.014434	0.007543	0.007808
723	0.005512	0.971195	0.013401	0.007660	0.007744
724	0.005512	0.971309	0.013411	0.007539	0.007741
725	0.005515	0.971873	0.012904	0.007516	0.007707
726	0.005518	0.969684	0.015260	0.007429	0.007627
727	0.005518	0.971373	0.013216	0.007573	0.007838
728	0.005518	0.971292	0.013354	0.007456	0.007899
729	0.005518	0.971255	0.013169	0.007415	0.008161
730	0.005518	0.971302	0.012884	0.007405	0.008409
731	0.005525	0.971020	0.012911	0.007717	0.008352
732	0.005525	0.971285	0.012649	0.007570	0.008496
733	0.005525	0.970839	0.013216	0.007744	0.008201
734	0.005532	0.971832	0.012837	0.007429	0.007902
735	0.005532	0.971470	0.012978	0.007462	0.008090
736	0.005532	0.970872	0.013216	0.007754	0.008157
737	0.005532	0.971020	0.013283	0.007711	0.007986
738	0.005538	0.971328	0.013035	0.007704	0.007932
739	0.005538	0.972087	0.012179	0.007664	0.008070
740	0.005538	0.971389	0.012928	0.007567	0.008117
741	0.005538	0.970429	0.013894	0.007469	0.008208
742	0.005542	0.970116	0.014039	0.007634	0.008211
743	0.005545	0.971080	0.013414	0.007687	0.007818
744	0.005545	0.970593	0.013589	0.007781	0.008037
745	0.005548	0.969851	0.014475	0.007711	0.007963
746	0.005548	0.970640	0.013519	0.007808	0.008033
747	0.005548	0.970093	0.013952	0.007647	0.008308
748	0.005548	0.970006	0.014385	0.007328	0.008282
749	0.005558	0.970005	0.014046	0.007839	0.008111
750	0.005562	0.971002	0.013129	0.007802	0.008067
751	0.005565	0.971449	0.012878	0.007385	0.008288
752	0.005565	0.971576	0.012894	0.007500	0.008030
753	0.005565	0.971019	0.013492	0.007483	0.008006
754	0.005568	0.970854	0.013381	0.008043	0.007721
755	0.005572	0.971650	0.012733	0.007882	0.007735
756	0.005578	0.969360	0.014973	0.007906	0.007762
757	0.005588	0.971565	0.012885	0.007691	0.007859
758	0.005588	0.969907	0.014718	0.007825	0.007550
759	0.005588	0.971068	0.013512	0.007654	0.007765
760	0.005588	0.970820	0.013465	0.007829	0.007886
761	0.005588	0.970035	0.014321	0.007886	0.007758
762	0.005588	0.970904	0.013321	0.008003	0.007772
763	0.005588	0.970924	0.013449	0.007705	0.007923
764	0.005588	0.971364	0.013093	0.007570	0.007973
765	0.005592	0.970081	0.014103	0.007711	0.008104
766	0.005592	0.970447	0.013620	0.007859	0.008074
767	0.005592	0.970655	0.013422	0.007748	0.008175
768	0.005592	0.969289	0.013573	0.008906	0.008232
769	0.005592	0.970115	0.012740	0.009037	0.008107
770	0.005595	0.969870	0.014117	0.007940	0.008074
771	0.005598	0.969705	0.012713	0.009380	0.008201
772	0.005605	0.970924	0.013039	0.008054	0.007983
773	0.005605	0.970303	0.013412	0.008141	0.008144
774	0.005605	0.971011	0.012841	0.007993	0.008155
775	0.005615	0.970054	0.013103	0.008218	0.008625
776	0.005618	0.970107	0.013194	0.008289	0.008410
777	0.005622	0.969147	0.013963	0.008276	0.008615
778	0.005635	0.969546	0.013409	0.008541	0.008504
779	0.005635	0.969976	0.012751	0.008937	0.008336
780	0.005635	0.969701	0.013157	0.008746	0.008397
781	0.005642	0.969986	0.012949	0.008826	0.008239
782	0.005645	0.969999	0.013073	0.008836	0.008091
783	0.005645	0.970486	0.012889	0.008601	0.008024
784	0.005655	0.970889	0.012389	0.008702	0.008021
785	0.005655	0.970278	0.012912	0.008692	0.008118
786	0.005655	0.970271	0.012885	0.008941	0.007903
787	0.005655	0.969603	0.013627	0.008632	0.008138
788	0.005662	0.970334	0.012761	0.008806	0.008098
789	0.005665	0.969576	0.013406	0.009075	0.007944
790	0.005669	0.970361	0.012533	0.008887	0.008219
791	0.005672	0.969810	0.013137	0.008863	0.008189
792	0.005672	0.970321	0.012688	0.008867	0.008125
793	0.005682	0.969897	0.013346	0.008699	0.008058
794	0.005689	0.970209	0.012765	0.008964	0.008061
795	0.005695	0.969346	0.013611	0.009035	0.008008
796	0.005702	0.969981	0.013098	0.008840	0.008081
797	0.005702	0.970068	0.013198	0.008602	0.008132
798	0.005702	0.969977	0.013406	0.008622	0.007994
799	0.005702	0.969034	0.014461	0.008505	0.008001
800	0.005702	0.970095	0.013531	0.008374	0.008001
801	0.005705	0.970333	0.013440	0.008249	0.007977
802	0.005709	0.970051	0.013353	0.008454	0.008142
803	0.005709	0.969568	0.013867	0.008501	0.008065
804	0.005712	0.969893	0.013672	0.008259	0.008176
805	0.005712	0.970632	0.013138	0.008065	0.008165
806	0.005722	0.970178	0.013565	0.008082	0.008176
807	0.005722	0.970400	0.013128	0.008095	0.008377
808	0.005722	0.970487	0.013709	0.007840	0.007964
809	0.005722	0.970380	0.013726	0.008102	0.007793
810	0.005722	0.971743	0.012389	0.008055	0.007813
811	0.005722	0.970454	0.013625	0.008088	0.007833
812	0.005725	0.970947	0.013011	0.007981	0.008062
813	0.005735	0.970285	0.013696	0.008169	0.007850
814	0.005739	0.970718	0.013424	0.008068	0.007790
815	0.005749	0.970977	0.013115	0.008092	0.007817
816	0.005752	0.971541	0.012796	0.007820	0.007843
817	0.005755	0.971618	0.012548	0.007951	0.007884
818	0.005755	0.971883	0.012628	0.007612	0.007877
819	0.005755	0.971641	0.012773	0.007645	0.007941
820	0.005755	0.972044	0.012413	0.007622	0.007921
821	0.005759	0.971161	0.012961	0.007860	0.008018
822	0.005762	0.970536	0.013538	0.007800	0.008126
823	0.005769	0.970338	0.013713	0.007810	0.008139
824	0.005772	0.970512	0.013471	0.007907	0.008109
825	0.005775	0.971436	0.012655	0.007807	0.008102
826	0.005775	0.969173	0.014814	0.007830	0.008183
827	0.005775	0.970633	0.013367	0.007860	0.008139
828	0.005775	0.969979	0.014210	0.007837	0.007975
829	0.005779	0.970230	0.013844	0.007961	0.007965
830	0.005782	0.970831	0.013115	0.008059	0.007995
831	0.005782	0.971399	0.012810	0.007985	0.007807
832	0.005782	0.971446	0.012719	0.007991	0.007844
833	0.005782	0.970791	0.013223	0.007793	0.008193
834	0.005782	0.970516	0.013757	0.007743	0.007985
835	0.005782	0.971261	0.012874	0.007850	0.008015
836	0.005782	0.970848	0.013478	0.007847	0.007827
837	0.005782	0.970244	0.013814	0.007995	0.007948
838	0.005782	0.971207	0.012907	0.007995	0.007891
839	0.005782	0.970871	0.013132	0.008052	0.007944
840	0.005782	0.970274	0.013824	0.007955	0.007948
841	0.005782	0.970173	0.013831	0.008159	0.007837
842	0.005785	0.971049	0.012743	0.008119	0.008089
843	0.005785	0.970388	0.013760	0.007881	0.007971
844	0.005785	0.969555	0.014465	0.008089	0.007891
845	0.005789	0.971016	0.012746	0.008260	0.007978
846	0.005792	0.970650	0.013438	0.008015	0.007898
847	0.005792	0.970891	0.013062	0.008062	0.007985
848	0.005792	0.970223	0.013878	0.007814	0.008086
849	0.005792	0.970626	0.013465	0.007931	0.007978
850	0.005792	0.971277	0.012679	0.008028	0.008015
851	0.005792	0.971455	0.012733	0.007938	0.007874
852	0.005795	0.970166	0.013730	0.007965	0.008139
853	0.005795	0.971459	0.012652	0.007757	0.008133
854	0.005795	0.969525	0.014412	0.008052	0.008012
855	0.005795	0.971606	0.012528	0.007797	0.008069
856	0.005802	0.970532	0.013334	0.008049	0.008086
857	0.005802	0.971660	0.012370	0.007901	0.008069
858	0.005802	0.970632	0.013327	0.007951	0.008089
859	0.005805	0.971294	0.012740	0.007951	0.008015
860	0.005809	0.971170	0.012985	0.007864	0.007982
861	0.005812	0.971502	0.012760	0.007649	0.008089
862	0.005812	0.971085	0.012840	0.007864	0.008210
863	0.005815	0.970471	0.013499	0.007898	0.008133
864	0.005819	0.970676	0.013237	0.007958	0.008129
865	0.005819	0.971213	0.012595	0.008015	0.008176
866	0.005825	0.971243	0.012794	0.007797	0.008166
867	0.005825	0.971095	0.012904	0.007962	0.008039
868	0.005829	0.970336	0.013771	0.008082	0.007811
869	0.005829	0.970783	0.013459	0.008039	0.007720
870	0.005832	0.971179	0.012945	0.008002	0.007874
871	0.005832	0.970615	0.013492	0.007941	0.007952
872	0.005832	0.970578	0.013267	0.008066	0.008089
873	0.005832	0.971189	0.012680	0.007962	0.008170
874	0.005835	0.971528	0.012565	0.007925	0.007982
875	0.005842	0.971971	0.012330	0.007683	0.008015
876	0.005849	0.970060	0.013919	0.007747	0.008274
877	0.005849	0.970101	0.013788	0.007767	0.008345
878	0.005855	0.970523	0.013284	0.007851	0.008341
879	0.005855	0.968851	0.014879	0.007838	0.008432
880	0.005859	0.971252	0.012871	0.007734	0.008143
881	0.005859	0.970785	0.013415	0.007710	0.008089
882	0.005859	0.969647	0.014450	0.007717	0.008187
883	0.005862	0.971349	0.012794	0.007730	0.008126
884	0.005862	0.970510	0.013650	0.007569	0.008271
885	0.005865	0.970500	0.013419	0.007781	0.008301
886	0.005865	0.970436	0.013056	0.008090	0.008419
887	0.005869	0.968512	0.014090	0.007999	0.009399
888	0.005869	0.969244	0.013506	0.007838	0.009413
889	0.005869	0.970543	0.013335	0.007673	0.008449
890	0.005872	0.969408	0.014443	0.007831	0.008318
891	0.005875	0.969767	0.014396	0.007559	0.008278
892	0.005879	0.970587	0.013187	0.007905	0.008321
893	0.005879	0.971238	0.012650	0.007858	0.008254
894	0.005882	0.970734	0.012959	0.007831	0.008476
895	0.005889	0.971335	0.012976	0.007452	0.008237
896	0.005892	0.971661	0.012331	0.007700	0.008308
897	0.005896	0.971211	0.013318	0.007361	0.008110
898	0.005896	0.970835	0.013335	0.007630	0.008201
899	0.005899	0.970898	0.012929	0.007610	0.008563
900	0.005902	0.969649	0.014101	0.007660	0.008590
901	0.005902	0.970606	0.013453	0.007730	0.008211
902	0.005902	0.969424	0.014306	0.007892	0.008379
903	0.005909	0.969605	0.014403	0.007694	0.008298
904	0.005909	0.970176	0.013631	0.007872	0.008322
905	0.005912	0.969753	0.014101	0.007818	0.008328
906	0.005916	0.970938	0.012758	0.007828	0.008476
907	0.005919	0.969816	0.013963	0.007821	0.008399
908	0.005919	0.970461	0.013255	0.007882	0.008402
909	0.005919	0.970545	0.013379	0.007761	0.008315
910	0.005926	0.969390	0.014393	0.007771	0.008446
911	0.005936	0.969739	0.014283	0.007788	0.008191
912	0.005939	0.969974	0.013883	0.007838	0.008305
913	0.005939	0.970591	0.013329	0.007976	0.008104
914	0.005942	0.970541	0.013403	0.007912	0.008144
915	0.005952	0.970148	0.013339	0.008117	0.008396
916	0.005959	0.971370	0.012463	0.007869	0.008298
917	0.005966	0.970698	0.013135	0.007959	0.008208
918	0.005969	0.970436	0.013178	0.007902	0.008483
919	0.005969	0.970208	0.013376	0.007980	0.008436
